,lat,lon,stop_name,stop_status
0,40.691374,-73.98714,FULTON ST/JAY ST,at stop
1,40.691593,-73.987688,FULTON ST/SMITH ST,at stop
2,40.685687,-73.95519,GATES AV/BEDFORD AV,approaching
3,40.693137,-73.918489,GATES AV/CENTRAL AV,approaching
4,40.700665,-73.91003,GATES AV/WYCKOFF AV,< 1 stop away
5,40.688644,-73.92949,GATES AV/PATCHEN AV,< 1 stop away
6,40.685886,-73.972918,FULTON ST/S ELLIOTT PL,< 1 stop away
7,40.686263,-73.950176,GATES AV/MARCY AV,< 1 stop away
